,id,votes,category,name,voted,added,url,is_big
235,248,247.0,education,Креативний холл імені (Кузьми) Скрябіна,True,15.09.2021,https://lviv.pb.org.ua/projects/248,False
236,249,111.0,education,"""MEDIA HUB 31 - територія нових можливостей""",True,15.09.2021,https://lviv.pb.org.ua/projects/249,False
237,250,346.0,education,Капітальний ремонт з улаштуванням бруківки на території СЗШ №55 м. Львова,True,15.09.2021,https://lviv.pb.org.ua/projects/250,False
238,251,172.0,education,Інструменти для музичної школи № 2,True,15.09.2021,https://lviv.pb.org.ua/projects/251,False
239,252,309.0,education,СПОРТИВНИЙ КОРПУС ЧЕМПІОНІВ,True,15.09.2021,https://lviv.pb.org.ua/projects/252,True
240,253,,other,Музичний сад Людкевича,False,15.09.2021,https://lviv.pb.org.ua/projects/253,False
241,254,,other,"Відновлення двору ""На гірці""",False,15.09.2021,https://lviv.pb.org.ua/projects/254,False
242,255,12.0,other,"Влаштування мистецької тераси ЦАДУ ""ПОРОХОВА ВЕЖА"" при ЛОО НСАУ",True,15.09.2021,https://lviv.pb.org.ua/projects/255,False
243,256,124.0,education,"ТЕРИТОРІЯ УСПІХУ (СЗШ № 63, м. Львів, вул. Личаківська, 171)",True,15.09.2021,https://lviv.pb.org.ua/projects/256,False
244,257,8.0,other,"Облаштавання дитячого майданчика на вул. Ряшівська, 13-15",True,15.09.2021,https://lviv.pb.org.ua/projects/257,False
245,258,62.0,education,Каяки для секції кануполо на Погулянці,True,15.09.2021,https://lviv.pb.org.ua/projects/258,False
246,259,33.0,other,"Облаштування огорожі та гумового покриття на дитячому майданчику по вул. Трильовського,5",True,15.09.2021,https://lviv.pb.org.ua/projects/259,False
247,260,1.0,other,Міні скейт-парк на Калічій Горі,True,15.09.2021,https://lviv.pb.org.ua/projects/260,False
248,261,17.0,other,"Водовідведення підпірної стінки по вул. Мазепи 31, 33, 35",True,15.09.2021,https://lviv.pb.org.ua/projects/261,False
249,262,,other,WORKOUT на Білогорщі,False,15.09.2021,https://lviv.pb.org.ua/projects/262,False
250,263,,other,Центр соціально-екологічного життя громади на вул. Шафарика,False,15.09.2021,https://lviv.pb.org.ua/projects/263,False
251,264,5.0,other,ПАРК ПІДГОРИ. Продовження (на розі вулиць Личаківська - Бахматюка),True,15.09.2021,https://lviv.pb.org.ua/projects/264,False
252,265,1.0,other,Капітальний ремонт дитячого майданчика та новий ігровий комплекс в ЛКП «ЛЦПКіВ ім.Б.Хмельницького»,True,15.09.2021,https://lviv.pb.org.ua/projects/265,False
253,266,21.0,education,"Kids media space ( Майстерня творчості) для дітей Ліцею ""Просвіта"" ЛМР",True,15.09.2021,https://lviv.pb.org.ua/projects/266,False
